thread_id,topic,intent,inbound,brand_reply
t1965,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA1574, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1966,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA2114, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1967,flight delay,flight_delay,"@customer: AA AA1078 delayed, need hotel tonight in DFW, who pays?",Sorry for the delay on AA1078. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1968,complaint service,complaint_service,"@customer: @AmericanAir crew on AA1931 was rude to my mother, unacceptable",I am sorry you experienced this on AA1931. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1969,praise other,praise_other,@customer: thanks crew on aa547 great landing in ord! pls help asap,Thanks for flying with us! Let us know if you need anything on AA547.
t1970,booking change,booking_change,"@customer: @AmericanAir need to change flight AA288 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1971,flight delay,flight_delay,"@customer: @AmericanAir stuck at DFW, delay again, crew says 6hr wait, what now?",Sorry for the delay on AA1899. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1972,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1973,flight delay,flight_delay,"@customer: @AmericanAir stuck at ORD, delay again, crew says 3hr wait, what now?",Sorry for the delay on AA2516. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1974,flight delay,flight_delay,"@customer: AA AA2295 delayed, need hotel tonight in ORD, who pays?",Sorry for the delay on AA2295. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1975,cancellation,cancellation,@customer: cancelled on me at gate lax rebook options? pls help asap,Sorry your flight AA2371 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1976,booking change,booking_change,@customer: change name spelling on reservation tcruzm how? pls help asap,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1977,complaint service,complaint_service,"@customer: never flying again, worst service AA1064, filing DOT complaint",I am sorry you experienced this on AA1064. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1978,cancellation,cancellation,"@customer: flight AA2321 cancelled, stranded in DFW tonight, help",Sorry your flight AA2321 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1979,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA1007, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1980,praise other,praise_other,@customer: love the new app smooth checkin pls help asap,Thanks for flying with us! Let us know if you need anything on AA1897.
t1981,refund compensation,refund_compensation,"@customer: trip credit not received for AA2449, booking F8NG3Y","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1982,praise other,praise_other,@customer: do you fly to CLT direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA526.
t1983,complaint service,complaint_service,"@customer: @AmericanAir crew on AA1520 was rude to my mother, unacceptable",I am sorry you experienced this on AA1520. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1984,cancellation,cancellation,"@customer: flight AA2519 cancelled, stranded in MIA tonight, help",Sorry your flight AA2519 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1985,praise other,praise_other,@customer: do you fly to lax direct from dfw? pls help asap,Thanks for flying with us! Let us know if you need anything on AA1945.
t1986,praise other,praise_other,@customer: do you fly to mia direct from dfw? pls help asap,Thanks for flying with us! Let us know if you need anything on AA1816.
t1987,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking KQNTHB?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1988,booking change,booking_change,"@customer: @AmericanAir need to change flight AA2819 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1989,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1990,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA1977 to MIA today, need rebook ASAP",Sorry your flight AA1977 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1991,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA1848, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1992,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 33 at JFK","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1993,flight delay,flight_delay,"@customer: @AmericanAir flight AA521 delayed 6hrs, will I miss my connection in ORD?",Sorry for the delay on AA521. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1994,checkin boarding,checkin_boarding,@customer: what gate for AA759 at DFW? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1995,refund compensation,refund_compensation,"@customer: trip credit not received for AA1575, booking WNSRWB","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1996,booking change,booking_change,"@customer: change name spelling on reservation 4CU5BZ, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
